HV,Yang delta,Yang omega,APE mean,Radii local mismatch,Radii gamma,Configuration entropy,Atomic weight mean,Total weight,Lambda entropy,Electronegativity delta,Electronegativity local mismatch,VEC mean,Mixing enthalpy,Mean cohesive energy,Interant electrons,Interant s electrons,Interant p electrons,Interant d electrons,Shear modulus mean,Shear modulus delta,Shear modulus local mismatch,Shear modulus strength model
604,0.047032841,3.288131081,-0.003809551,2.96,1.076108939,-0.014533432,50.97510672,5097.510672,-6.570005841,0.073868971,0.1967,9.3,7.28,4.025,29,2,1,26,72.264,0.416784562,16.4312,-0.085843369
639,0.048567995,3.516460941,-0.006903593,3.135802469,1.076028545,-0.013145213,50.11751858,5006.740106,-5.572720839,0.070802612,0.18617284,9.222222222,6.12345679,3.978888889,21,2,1,18,71.95444444,0.441009757,17.49753086,-0.094511839
534,0.047279715,2.779968066,-0.006837538,3.061728395,1.075981355,-0.013145213,50.0642308,5001.416657,-5.880549894,0.076578799,0.20345679,9.444444444,7.703703704,3.99,22,2,1,19,71.65,0.442356711,17.53135802,-0.09480034
609,0.052787491,1.894152785,0.000982434,3.550295858,1.075786118,-0.01423228,47.87750342,4792.538092,-5.107547937,0.083423633,0.219408284,9.923076923,11.59763314,3.959230769,29,2,1,26,65.45153846,0.476560425,17.03751479,-0.097458555
551,0.046492643,3.015083402,-0.003782799,2.93,1.076087637,-0.014533432,50.95112722,5095.112722,-6.723566536,0.076102853,0.2037,9.4,7.92,4.03,29,2,1,26,72.127,0.417352936,16.4449,-0.085943172
382,0.03763994,37.18536874,-0.007136412,2.148148148,1.07633709,-0.013145213,54.12694873,5407.282178,-9.278329819,0.069310567,0.184938272,9.222222222,0.592592593,4.001111111,22,2,1,19,73.71,0.396199478,16.15802469,-0.079021294
573,0.050171995,3.286922737,0.003606677,3.32231405,1.075846625,-0.013253902,49.19141962,4924.061104,-5.265274457,0.078177958,0.204132231,9.909090909,6.214876033,3.89,22,2,1,19,65.14272727,0.492209304,17.8261157,-0.106336172
651,0.052437021,2.52916252,-0.000747646,3.580996426,1.075666727,-0.012979576,47.36093492,4740.829585,-4.720461836,0.079956982,0.205283128,10.16383616,7.652659029,3.848791209,22,2,1,19,61.9653047,0.524365486,17.92437878,-0.112640373
135,0.033185031,3.006451004,0.013332265,1.301775148,1.076724908,-0.010685926,55.45137835,5550.682973,-9.70348438,0.05130096,0.113372781,9.307692308,6.059171598,4.294615385,22,0,1,21,73.73461538,0.188104405,4.851597633,-0.023012066
205,0.043109466,1.957871669,0.004186288,2.081632653,1.076501112,-0.011238732,53.41781837,5347.123619,-6.047446489,0.065366777,0.151428571,9.571428571,9.469387755,4.23,22,0,1,21,70.36714286,0.256608792,7.310204082,-0.038566518
380,0.048873752,1.538747344,-0.003726735,2.647081191,1.076309149,-0.011466957,51.66156202,5171.322359,-4.80061436,0.074352255,0.17858072,9.799200799,11.9387785,4.174195804,22,0,1,21,67.45887113,0.304970243,9.086246082,-0.049958961
280,0.033895313,4.700257469,0.000904277,1.784,1.076507897,-0.013914919,54.96265524,5496.265524,-12.11159657,0.065342576,0.171798,9.13,5.1292,4.1865,29,2,1,26,77.1929,0.305802373,11.836493,-0.050933105
580,0.048114113,2.476684118,-0.00793855,3.1517,1.075966505,-0.01447017,49.85621013,4985.621013,-6.250700282,0.077489143,0.20641,9.4,9.5704,4.0128,29,2,1,26,72.2661,0.439670041,17.456527,-0.093555123
371,0.037558175,1.244500152,0.011645162,2.331368931,1.070741004,-0.008157294,49.68283092,4973.251375,-5.782786621,0.070712983,0.172875875,8.278721279,12.10325339,4.075974026,15,1,1,13,90.09953047,0.372901114,17.02039707,-0.082486599
450,0.039234447,2.52579036,0.007488652,2.360379,1.076300256,-0.010433901,51.72624975,5172.624975,-6.778157258,0.058934907,0.14852145,8.296,7.451136,4.14558,21,1,1,19,84.43009,0.317278898,13.60581873,-0.058233135
304,0.031949015,3.332218557,-0.006854675,1.835868427,1.076467705,-0.009831236,53.26882281,5332.209163,-9.631483174,0.051068318,0.127728116,8.000999001,5.482405706,4.192637363,21,1,1,19,88.0548951,0.264076145,11.52447594,-0.041477666
695,0.054796196,1.185831466,-0.00458916,3.810650888,1.075543838,-0.012632147,45.06485254,4510.991739,-4.207037394,0.087452976,0.225325444,10.07692308,16.09467456,3.951538462,28,1,1,26,64.02538462,0.507379707,17.47633136,-0.10118328
740,0.055328729,1.098430412,-0.007747554,3.87755102,1.075410841,-0.012263784,43.77318726,4381.696044,-4.006112337,0.088867502,0.225714286,10.28571429,16.40816327,3.911428571,28,1,1,26,61.35142857,0.533883895,17.55183673,-0.106096626
207,0.035658292,16.36283018,-0.001456618,1.933884298,1.07646749,-0.014697169,55.00081169,5505.58125,-11.55879633,0.068257175,0.183966942,9.181818182,1.520661157,4.071818182,29,2,1,26,74.20272727,0.356274768,14.22,-0.06504131
576,0.051920396,2.569861189,0.0025884,3.428571429,1.075860345,-0.014531775,48.99668174,4904.567842,-5.390669188,0.081790812,0.215510204,10,8.653061224,3.925714286,29,2,1,26,64,0.47670674,16.79510204,-0.098068375
415,0.045934803,3.250261501,-0.003754807,2.88,1.076066351,-0.013380867,52.03004672,5203.004672,-6.341624712,0.080564209,0.212,9.8,6.56,3.962,23,2,1,20,67.978,0.4524622,16.9208,-0.095695593
602,0.050146994,2.283516861,-0.01068472,3.255625493,1.075964401,-0.014532595,49.62318453,4967.280772,-5.779008885,0.080168469,0.212940267,9.664335664,10.14949087,4.007232767,29,2,1,26,68.7227972,0.440737687,16.48258068,-0.089732549
155,0.014673447,7.39691808,0.009917917,0.88,1.024026715,-0.013380867,57.802739,5780.2739,-62.1469691,0.05740398,0.156,8.8,3.2,4.14,28,2,0,26,78.964,0.288620824,11.9688,-0.039431413
139,0.01629686,5.752836761,0.006388041,1,1.024019943,-0.011525651,56.36692375,5636.692375,-43.39678913,0.041940973,0.11375,8.25,3.75,4.3025,27,1,0,26,87.4225,0.195309384,8.128125,-0.018471135
430,0.052581343,1.307736023,-0.010713625,3.0625,1.076140919,-0.011525651,50.1132834,5011.32834,-4.168714229,0.080635524,0.198125,10,13.75,4.125,22,0,1,21,64.895,0.342806422,10.385,-0.058708822
516,0.047032841,1.829110187,-0.003809551,2.96,1.076108939,-0.013380867,50.48984672,5048.984672,-6.048975456,0.074757752,0.196,9.2,12.32,4.12,28,1,1,26,75.256,0.381743008,14.9352,-0.073303685
764,0.049420963,1.634842063,0.002022512,3.5313,1.07521665,-0.011672726,42.9818303,4298.18303,-4.779141527,0.072657125,0.176175,9.85,10.8576,3.8067,29,2,1,26,66.6319,0.594228532,21.351825,-0.142017553
591,0.056257323,1.176618784,-0.007851724,3.863543223,1.07545309,-0.012762502,44.77617482,4473.139864,-4.032530973,0.093632677,0.235694273,10.78978979,15.23147171,3.878888889,29,2,1,26,55.72944945,0.515501039,15.24646442,-0.0981506
701,0.056787454,1.217980948,-0.007894465,3.89911433,1.075467912,-0.012762502,44.79321731,4474.842409,-3.957592085,0.091965465,0.231126943,10.71871872,14.74400527,3.875335335,29,2,1,26,55.82681682,0.515812103,15.28135683,-0.098433803
768,0.056811184,1.991540152,-0.005801627,3.857755,1.075573534,-0.013196349,45.66754488,4566.754487,-4.088708182,0.083219473,0.2104333,10.532,9.363828,3.83222,29,2,1,26,55.9534,0.51133305,15.4230802,-0.09979177
702,0.057025077,1.403749485,-0.010208465,3.940828402,1.075367401,-0.012676417,43.51393243,4355.744636,-3.898205884,0.086851761,0.215384615,10.69230769,12.52071006,3.823846154,29,2,1,26,54.79230769,0.542179248,15.77088757,-0.104760354
720,0.054762009,1.353754582,-0.007732492,3.842017,1.075394457,-0.013078166,44.30788644,4430.788644,-4.361020267,0.088337076,0.22248381,10.501,13.883428,3.85497,29,2,1,26,58.74757,0.553292322,17.50520931,-0.1128115
694,0.054762009,1.481842552,-0.007732492,3.842017,1.075394457,-0.013078166,44.0855364,4408.55364,-4.361020267,0.085808026,0.21636381,10.429,12.710692,3.84705,29,2,1,26,59.11477,0.553671657,17.68880931,-0.113488153
149,0.031930405,2.188154085,-0.002138417,1.738311638,1.076463182,-0.01014987,54.25386114,5430.8115,-9.955237863,0.060500098,0.155528408,8.813186813,8.335336991,4.25018981,21,1,1,19,82.86194805,0.274330993,11.04432413,-0.042192618
229,0.03763994,1.829678933,-0.007136412,2.148148148,1.07633709,-0.010583958,53.04859318,5299.554458,-7.470510066,0.067128366,0.173333333,9,10.17283951,4.212222222,21,1,1,19,80.35888889,0.311736418,12.46419753,-0.053803727
459,0.038546753,6.138905257,0.00593887,2.2681,1.076192157,-0.012359913,53.59228202,5359.228202,-8.318400098,0.075092085,0.196796,9.37,3.372,3.9897,22,2,1,19,74.218,0.423895778,17.44783,-0.091152973
469,0.037236325,6.259376629,0.007315899,2.1895,1.076196431,-0.012122541,53.68843963,5368.843963,-8.742991258,0.073881952,0.192885,9.23,3.2908,4.0011,22,2,1,19,76.1866,0.416802081,17.588826,-0.090519816
483,0.037236325,5.600961523,0.007315899,2.1895,1.076196431,-0.012086823,53.63991363,5363.991363,-8.717230377,0.074137785,0.19394,9.22,3.6748,4.0106,22,2,1,19,76.4858,0.413165417,17.484106,-0.089498963
472,0.034731932,29.82787892,0.010062606,2.0275,1.076226365,-0.011977398,54.24888886,5424.888886,-9.928979045,0.069372308,0.177425,9.05,0.69,3.9705,22,2,1,19,77.625,0.419670138,18.03165,-0.091962456
454,0.034731932,65.88956616,0.010062606,2.0275,1.076226365,-0.011974072,54.29741486,5429.741486,-9.926221466,0.068882826,0.17548,9.06,0.3116,3.961,22,2,1,19,77.3258,0.423353912,18.118418,-0.092945612
441,0.034731932,19.24211649,0.010062606,2.0275,1.076226365,-0.011974072,54.20036286,5420.036286,-9.926221466,0.069818862,0.17922,9.04,1.0716,3.98,22,2,1,19,77.9242,0.415969169,17.938898,-0.090963036
495,0.036280251,46.22163385,0.00869245,2.0844,1.076245623,-0.012145034,54.52771225,5452.771225,-9.226949881,0.071844044,0.184315,9.36,0.4384,3.9424,22,2,1,19,73.4446,0.434960719,17.691296,-0.0929444
477,0.036452849,112.4523036,0.00868813,2.0936,1.076258469,-0.012395642,54.53771725,5453.771725,-9.328376551,0.071378776,0.184028,9.36,0.1836,3.9426,22,2,1,19,73.1575,0.432904387,17.560079,-0.091695359
469,0.036396901,19.2466255,0.008690865,2.0849,1.076256328,-0.012287973,54.46914925,5446.914925,-9.27580104,0.07280395,0.188859,9.36,1.0676,3.9632,22,2,1,19,73.6912,0.426200577,17.408374,-0.09003127
699,0.049715476,1.291703699,-0.001121091,3.5104,1.075509753,-0.011763216,45.53263027,4553.263027,-4.759297539,0.079840578,0.204415,9.39,14.7756,3.9509,28,1,1,26,73.291,0.508249322,20.319674,-0.11541592
728,0.055071582,1.364035616,0.010601354,3.8796,1.075272555,-0.012458565,42.69013944,4269.013944,-4.107834478,0.083756602,0.206943,10.46,12.972,3.8202,29,2,1,26,58.0582,0.577890044,17.933688,-0.118593731
604,0.05710639,1.897617455,-0.004403387,3.8208,1.075660535,-0.012544623,45.82116212,4582.116212,-3.846698787,0.081370642,0.206066,10.26,9.5856,3.88,29,2,1,26,58.5978,0.488544566,15.33601,-0.096591051
790,0.050391781,1.798823179,-0.002568778,3.5727,1.075465918,-0.012875873,45.2597464,4525.97464,-5.070575673,0.076476243,0.19396,9.62,11.2476,3.8802,29,2,1,26,69.44,0.540633924,20.65163,-0.1260027
806,0.055376476,1.114046443,-0.007856257,3.8844,1.075405488,-0.012194674,43.69469375,4369.469375,-3.976670254,0.087801402,0.222565,10.24,16.1192,3.9066,28,1,1,26,61.5984,0.537261421,17.753394,-0.107500659
811,0.055604073,1.283568497,0.008979592,3.8952,1.075293287,-0.012650079,42.88626254,4288.626254,-4.091476089,0.087336124,0.216604,10.6,13.8556,3.8314,29,2,1,26,56.7813,0.564825672,17.076951,-0.11241633
855,0.054433603,1.125447112,-0.00779754,3.8485,1.07537012,-0.011962545,43.51704965,4351.704965,-4.037285094,0.085898249,0.21713,10.12,15.8264,3.8968,28,1,1,26,63.0977,0.549349231,18.705111,-0.113681121
802,0.050551292,1.636289079,-0.004699559,3.6045,1.07537012,-0.012458909,44.28834855,4428.834855,-4.875458741,0.076528402,0.191752,9.72,11.8048,3.8598,29,2,1,26,68.2207,0.559188293,20.863609,-0.130223781
799,0.055372405,1.291531254,0.008999923,3.8876,1.075284992,-0.012635574,42.85017149,4285.017149,-4.12105301,0.086768332,0.215002,10.57,13.7944,3.8291,29,2,1,26,57.1468,0.56938383,17.344226,-0.114350567
857,0.053594463,1.110392016,-0.007742861,3.8077,1.075341024,-0.011690393,43.4039806,4340.39806,-4.069951708,0.084953979,0.214012,10.05,15.7968,3.8909,28,1,1,26,64.1668,0.556848777,19.327934,-0.11810773
855,0.053844549,1.382292856,0.008344904,3.8201,1.075233204,-0.0122672,42.50769944,4250.769944,-4.231184317,0.081663362,0.20076,10.36,12.7424,3.8114,29,2,1,26,59.5301,0.591925634,18.886425,-0.125944078
816,0.054352346,1.094386351,-0.007790997,3.8444,1.07536804,-0.011920313,43.5764156,4357.64156,-4.035069869,0.086834837,0.219456,10.15,16.2044,3.8995,28,1,1,26,62.982,0.54953383,18.66186,-0.113671449
811,0.052646156,1.392755641,0.006775473,3.7539,1.075224926,-0.012106896,42.64237806,4264.237806,-4.368169576,0.080178745,0.196865,10.23,12.686,3.8131,29,2,1,26,61.4866,0.596065309,19.72129,-0.131314625
790,0.053165581,1.443261814,0.009696268,3.7851,1.075299509,-0.012511753,43.28662028,4328.662028,-4.426464926,0.081149096,0.202072,10.17,12.7644,3.8343,29,2,1,26,62.1687,0.579468204,19.512117,-0.126365839
855,0.053046461,1.131712716,0.013542949,3.7776,1.075322335,-0.011571566,43.26763665,4326.763665,-4.112248109,0.08345442,0.209718,9.98,15.43,3.8846,28,1,1,26,64.9861,0.560879483,19.746501,-0.120871074
856,0.053131585,1.16475993,0.014321532,3.7821,1.075324411,-0.011590746,43.2082707,4320.82707,-4.105876132,0.0824019,0.20706,9.95,15.0296,3.8819,28,1,1,26,65.1018,0.560542626,19.78077,-0.120807948
859,0.053506342,1.378438541,0.007585079,3.8016,1.075222857,-0.012207382,42.46921044,4246.921044,-4.2639492,0.081307115,0.199556,10.34,12.7484,3.8096,29,2,1,26,59.8819,0.594981431,19.101023,-0.127720124
875,0.053677965,1.046086765,-0.007749563,3.812,1.075343102,-0.011283049,43.4990244,4349.90244,-3.915925354,0.085720662,0.215335,10.07,16.174,3.8937,28,1,1,26,64.0275,0.557134544,19.262007,-0.118304516
868,0.053448436,1.052498133,-0.00773537,3.7996,1.075334793,-0.011165816,43.4320514,4343.20514,-3.908593296,0.08486234,0.21288,10.03,15.9564,3.8903,28,1,1,26,64.444,0.55923676,19.478036,-0.11972394
843,0.053506342,1.425164459,0.007585079,3.8016,1.075222857,-0.012251122,42.40744654,4240.744654,-4.27922713,0.080404741,0.19738,10.32,12.382,3.8074,29,2,1,26,59.9839,0.594877586,19.141823,-0.127781455
794,0.05479036,1.468437907,-0.007817666,3.862,1.075384678,-0.012824801,43.79858185,4379.858185,-4.272108976,0.082887547,0.208738,10.23,12.7712,3.8533,29,2,1,26,60.908,0.558124499,18.407282,-0.11656353
783,0.050725393,1.553973758,0.006562126,3.6271,1.075282919,-0.01214293,43.43244971,4343.244971,-4.719246298,0.076365427,0.188796,9.87,11.8868,3.8333,29,2,1,26,66.2857,0.579946205,20.887293,-0.13466253
797,0.052817011,1.441201244,0.006064557,3.7616,1.075202174,-0.012143434,42.29958659,4229.958659,-4.353052279,0.079176513,0.193665,10.27,12.2024,3.8027,29,2,1,26,60.7385,0.600363094,19.568781,-0.131255072
805,0.053506342,1.402259481,0.007585079,3.8016,1.075222857,-0.012236617,42.43832849,4243.832849,-4.274160639,0.080858396,0.198485,10.33,12.5656,3.8085,29,2,1,26,59.9329,0.594930247,19.121933,-0.127743906
699,0.048932377,1.393870429,0.002436783,3.3944,1.075677335,-0.011963281,47.13021309,4713.021309,-4.996405601,0.078684653,0.203915,9.19,14.2836,4.0009,28,1,1,26,75.7825,0.470773097,19.411519,-0.105295853
749,0.054491542,1.749888629,0.007501063,3.8496,1.075255979,-0.012420589,42.71503279,4271.503279,-4.182962785,0.078088684,0.190705,10.47,10.0056,3.7775,29,2,1,26,57.3761,0.592663555,18.154477,-0.12474148
828,0.053656046,1.507486208,-0.007743569,3.8101,1.075345179,-0.01263648,43.5852599,4358.52599,-4.389234549,0.080582829,0.202,10.12,12.392,3.8434,29,2,1,26,62.4309,0.569675906,19.317425,-0.123192757
849,0.055156037,1.299809416,0.011381295,3.8841,1.075274627,-0.012287461,42.78518324,4278.518324,-4.039020239,0.084661048,0.20896,10.48,13.4176,3.823,29,2,1,26,57.9189,0.577751062,17.863833,-0.118498094
883,0.054178551,1.235179893,0.009104438,3.8376,1.075243554,-0.011928692,42.73148014,4273.148014,-4.063853758,0.084542247,0.20762,10.44,13.806,3.8198,29,2,1,26,58.8723,0.588775955,18.517911,-0.124150684
864,0.05421182,1.15214937,-0.007783968,3.8385,1.075361804,-0.011922594,43.4191947,4341.91947,-4.056792449,0.084710506,0.213948,10.07,15.4592,3.8923,28,1,1,26,63.5652,0.55178424,18.958606,-0.115173266
841,0.054834227,1.320796947,0.010622633,3.8696,1.075264266,-0.012297554,42.71581229,4271.581229,-4.089924445,0.08394358,0.207045,10.45,13.2536,3.8201,29,2,1,26,58.3217,0.58164045,18.131565,-0.120392106
868,0.053448436,1.052498133,-0.00773537,3.7996,1.075334793,-0.011165816,43.4320514,4343.20514,-3.908593296,0.08486234,0.21288,10.03,15.9564,3.8903,28,1,1,26,64.444,0.55923676,19.478036,-0.11972394
882,0.053761256,1.102453634,-0.007756252,3.8161,1.075345179,-0.01148137,43.4087765,4340.87765,-3.972417586,0.084385599,0.212252,10.03,15.6344,3.8899,28,1,1,26,64.1942,0.556749106,19.327386,-0.118172882
883,0.053448436,1.095441302,-0.00773537,3.7996,1.075334793,-0.011389976,43.3702875,4337.02875,-3.987060528,0.084145271,0.211384,10.01,15.6476,3.8881,28,1,1,26,64.546,0.55898736,19.520876,-0.119597296
828,0.053905108,1.116077456,-0.007763565,3.8236,1.075351412,-0.011767586,43.4424696,4344.24696,-4.049743787,0.085183081,0.214824,10.07,15.7812,3.8927,28,1,1,26,63.815,0.554473734,19.127408,-0.116658501
848,0.052810637,1.076812756,0.013564005,3.7636,1.075314033,-0.011158735,43.2933095,4329.33095,-4.001033203,0.083647375,0.20948,9.97,15.6716,3.8845,28,1,1,26,65.2496,0.563091723,19.886748,-0.122391659
878,0.053844549,1.254238602,0.008344904,3.8201,1.075233204,-0.01193307,42.66210919,4266.210919,-4.115936898,0.083808912,0.205605,10.41,13.6404,3.8169,29,2,1,26,59.2751,0.592078368,18.766575,-0.125971192
782,0.054973499,0.987523441,-0.007836775,3.8721,1.075386758,-0.011058681,43.77890615,4377.890615,-3.659287926,0.087596722,0.219805,10.18,16.6124,3.9048,28,1,1,26,62.43,0.54682507,18.315276,-0.112627278
865,0.053761256,1.039981162,-0.007756252,3.8161,1.075345179,-0.011158735,43.50142235,4350.142235,-3.860789829,0.085443001,0.214445,10.06,16.094,3.8932,28,1,1,26,64.0412,0.557085523,19.261596,-0.11834987
851.5,0.054212619,1.179664567,0.013585069,3.8421,1.075316108,-0.011904576,43.26457208,4326.457208,-4.050542092,0.085010235,0.21219775,10.23,14.8094,3.8613,29,2,1,26,61.581,0.568912757,18.877561,-0.120165859
117,0.032914571,3.185262424,-0.002125468,1.807367301,1.076513733,-0.012826214,54.31405253,5442.268064,-11.83919298,0.057150679,0.148446401,8.581836327,7.273098514,4.238752495,28,1,1,26,83.17272455,0.271955915,10.98501276,-0.042175127
228,0.040857055,2.349220508,-0.009493263,2.399191168,1.076325189,-0.013240848,52.53916817,5243.408983,-7.931981263,0.066529264,0.173281212,8.868737475,9.860823852,4.183637275,28,1,1,26,79.49842685,0.326278135,13.04037308,-0.058353417
458,0.044231102,5.08128114,0.000829727,2.638888889,1.07622993,-0.014896688,52.66587227,5277.120401,-7.614374012,0.074835766,0.200833333,9.5,4.777777778,4.015,29,2,1,26,70.235,0.40617311,15.58583333,-0.080764722
581.7,0.053580964,1.311595205,-0.000835592,3.664329676,1.075701781,-0.012979576,46.59136605,4663.795742,-4.521051563,0.085020455,0.221596446,9.83016983,15.4339846,3.998941059,28,1,1,26,67.18551449,0.47444825,17.12452291,-0.094619858
430.9,0.050340694,4.329930431,-0.006833548,2.839506173,1.076218047,-0.013145213,52.14498524,5209.284026,-5.187155192,0.08016179,0.209382716,10.22222222,4.543209877,3.948888889,23,1,1,21,59.37444444,0.370832659,11.81185185,-0.067698394
420,0.049100572,4.004135241,-0.004878277,2.715877038,1.076257033,-0.013351596,52.55794834,5250.539039,-5.538091027,0.080776594,0.211642914,10.20820821,5.038680322,3.97985986,23,1,1,21,60.36299299,0.358669375,11.50113381,-0.06445407
323.8,0.046537883,3.586438053,-0.001200364,2.462809917,1.076330585,-0.013253902,53.33560611,5338.894172,-6.119705295,0.080601015,0.210247934,10.18181818,5.685950413,4.038181818,23,1,1,21,62.22454545,0.33449008,10.75735537,-0.058358186
299.2,0.044933747,3.426487781,0.000885683,2.307331031,1.076372429,-0.012979576,53.77718253,5383.095971,-6.428582684,0.079759622,0.206169794,10.16683317,5.887327458,4.071298701,23,1,1,21,63.28158841,0.319949627,10.24275978,-0.054784387
279.6,0.042103785,3.24988944,0.004219775,2.040816327,1.0764395,-0.012263784,54.4837048,5453.81885,-6.918026718,0.077309504,0.194693878,10.14285714,5.959183673,4.124285714,23,1,1,21,64.97285714,0.295278557,9.280408163,-0.048734228
305.4,0.046105684,1.644208997,-0.001006438,2.67,1.076258469,-0.01242936,52.10263345,5210.263345,-5.847090639,0.074938643,0.18468,9.64,12.4768,4.186,28,1,1,26,71.5502,0.339100693,11.477396,-0.057857267
220,0.034271213,6.006092833,-0.00702836,2.024691358,1.066898509,-0.013145213,60.76615444,6070.316829,-11.19202565,0.044738951,0.121481481,8,4.345679012,4.582222222,33,2,0,31,90.57555556,0.203180557,9.269382716,-0.019617158
440,0.044300582,3.148375016,0.002682732,2.82,1.076151586,-0.014533432,57.38769286,5738.569286,-7.405413531,0.062536204,0.1645,8.5,8.68,4.463,34,2,1,31,84.177,0.308251707,13.2669,-0.053172532
801,0.049758838,2.228245448,0.001704675,3.42,1.075812077,-0.014533432,54.19252722,5419.052722,-5.869859654,0.073296676,0.1937,8.9,11.72,4.363,34,2,1,31,79.194,0.394095129,16.7002,-0.078779561
755,0.049758838,2.074247045,0.001704675,3.42,1.075812077,-0.014533432,54.50134672,5449.934672,-5.869859654,0.075389593,0.1988,9,12.56,4.374,34,2,1,31,78.684,0.396643067,16.6492,-0.079442701
754,0.049692451,2.127558036,0.002130474,3.398248,1.075836563,-0.014611404,54.52821979,5452.625979,-5.917130048,0.074702987,0.19716032,8.98,12.313504,4.37212,34,2,1,31,78.74072,0.392406155,16.45566608,-0.078044409
708,0.050410303,2.362199492,0.001657968,3.45,1.075833185,-0.014533432,54.21650672,5421.450672,-5.719124757,0.071106807,0.1867,8.8,11.08,4.358,34,2,1,31,79.331,0.393219314,16.6591,-0.07853891
586,0.048213827,2.253546309,-0.005276824,3.158875091,1.07599959,-0.014532595,54.9403139,5499.359421,-6.251726299,0.072347284,0.190656197,9.000999001,11.53182881,4.37040959,34,2,1,31,78.60070929,0.362887524,14.85672992,-0.068223971
395,0.04712779,2.216502865,-0.003034246,3.017751479,1.076063077,-0.01423228,55.24963594,5530.334557,-6.407968042,0.071944546,0.188402367,9.076923077,11.4556213,4.376923077,34,2,1,31,78.34307692,0.349983199,14.0583432,-0.063914484
741,0.048688419,2.347781644,-0.005302317,3.179583653,1.0760172,-0.014532595,54.960197,5501.34972,-6.130442651,0.070881671,0.185818677,8.918081918,11.08949392,4.366263736,34,2,1,31,78.71430569,0.362215928,14.82835919,-0.068068478
586,0.047963009,2.381610132,-0.00307794,3.053254438,1.076095828,-0.01423228,55.28652748,5534.0274,-6.186736929,0.069440995,0.180118343,8.923076923,10.69822485,4.369230769,34,2,1,31,78.55384615,0.34877852,14.00970414,-0.063654199
635,0.048688419,2.482400454,-0.005302317,3.179583653,1.0760172,-0.014532595,54.70413288,5475.717701,-6.130442651,0.069388096,0.182298221,8.835164835,10.50899151,4.357142857,34,2,1,31,79.13718282,0.360288687,14.86384539,-0.067647809
639,0.047963009,2.6352822,-0.00307794,3.053254438,1.076095828,-0.01423228,54.81142055,5486.469197,-6.186736929,0.066833959,0.17408284,8.769230769,9.704142012,4.352307692,34,2,1,31,79.33846154,0.345337893,14.07005917,-0.062955411
665,0.052050963,1.897346921,-0.000734047,3.595080244,1.075736665,-0.014532595,52.31085886,5236.150971,-5.363961291,0.078094944,0.206015323,9.24975025,13.19215849,4.283346653,34,2,1,31,74.58254745,0.428359336,17.20099217,-0.085898791
615,0.05355551,1.654446286,-0.004503561,3.763313609,1.07557603,-0.01423228,50.37088803,5041.971892,-4.962107525,0.081883115,0.214674556,9.538461538,14.29585799,4.215384615,34,2,1,31,70.88769231,0.469270977,18.07278107,-0.095122417
151,0.024373211,4.916196713,-0.006371751,1.670314577,1.043037192,-0.014340827,55.8339505,5572.22826,-24.14063635,0.06259392,0.16955715,7.855711423,5.307769848,4.087755511,35,1,0,34,83.37865731,0.210769042,8.181809712,-0.022227323
186,0.025728166,4.341625773,-0.008227513,1.785123967,1.043004118,-0.014697169,55.61390727,5566.952118,-22.20322299,0.06649262,0.179834711,7.727272727,6.214876033,4.142727273,35,1,0,34,81.72,0.230028012,9.046446281,-0.026400435
342,0.026748109,3.956311198,-0.009920822,1.874328,1.042973977,-0.014853773,55.41299376,5541.299376,-20.76111299,0.06955034,0.187746,7.61,6.948864,4.19292,35,1,0,34,80.20554,0.245973683,9.734517,-0.029559719
650,0.027539238,3.67674363,0.000257265,1.944444444,1.042945752,-0.014896688,55.22454,5533.498908,-19.64200849,0.072030802,0.193888889,7.5,7.555555556,4.24,35,1,0,34,78.785,0.25971234,10.29194444,-0.032039068
180,0.026629656,4.718783257,-0.006513906,1.722448,1.076437161,-0.013928347,55.49915581,5549.915581,-19.6412191,0.060135244,0.162876,8.1,5.265344,4.01328,33,1,1,31,84.06896,0.210990401,7.941528,-0.023577952
171,0.029726472,4.039599134,-0.00852843,1.897245393,1.07638503,-0.014216423,54.97314684,5486.320055,-16.08805695,0.062420908,0.168739563,8.190380762,6.222625612,4.001783567,33,1,1,31,83.00875752,0.23130075,8.691913045,-0.029545826
182,0.034340959,3.222254087,0.000914416,2.19505769,1.076290511,-0.014560454,54.01713974,5407.115688,-12.34667666,0.066186036,0.178543115,8.354645355,7.860998143,3.980889111,33,1,1,31,81.08186813,0.264819417,9.969415559,-0.039439676
183,0.035332533,3.071743977,-9.83E-05,2.26496767,1.076267109,-0.014621661,53.77997769,5372.619771,-11.71243401,0.067049653,0.180804709,8.395395395,8.247174101,3.975705706,33,1,1,31,80.60385385,0.272608023,10.26909608,-0.041719564
220,0.036482197,2.906620489,-0.001342448,2.348672997,1.076238391,-0.014686513,53.48869031,5343.520162,-11.03460319,0.068074865,0.183489736,8.445445445,8.71046021,3.969339339,33,1,1,31,80.01674675,0.281938091,10.62779364,-0.044431995
278,0.037750926,2.735083721,-0.002810897,2.444368818,1.076204543,-0.014749877,53.14502358,5319.81686,-10.34982892,0.069236076,0.186526161,8.504495504,9.241427903,3.961828172,33,1,1,31,79.32406593,0.292642953,11.03770036,-0.047512162
405,0.038669637,2.617254992,-0.003942895,2.515852,1.076178485,-0.0147899,52.88019097,5288.019097,-9.890654801,0.070096562,0.188769,8.55,9.639056,3.95604,33,1,1,31,78.79028,0.300689193,11.343762,-0.049800413
